City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,sheridan,-74.0266,-38.7536,-17.72,92,100,7.04,GS,1693061680
359,waajid,88.4937,-173.4668,-0.93,97,100,10.05,US,1693061680
360,sangkhla buri,-13.9648,-45.5804,29.72,36,100,2.5,BR,1693061680
361,longjiang,-71.532,85.9588,-45.93,77,76,11.84,TF,1693061681
362,naurskaya,52.8369,-110.6596,17.62,56,16,2.56,CA,1693061681
363,pandan,37.1217,123.2986,25.28,70,100,4.65,CN,1693061681
364,kitui,-23.2697,174.4046,19.83,66,1,7.96,FJ,1693061682
365,ambon,45.0534,170.0461,13.85,88,88,6.15,RU,1693061682
366,formosa do rio preto,9.616,-134.3272,26.64,84,100,7.42,PF,1693061682
367,taunsa,-4.9,-62.5573,38.63,25,4,0.94,BR,1693061682
368,ladismith,-84.8968,-99.24,-35.71,93,100,1.67,CL,1693061683
369,thief river falls,-87.1824,-156.4684,-27.8,100,100,6.63,NZ,1693061683
370,bandarbeyla,-40.4658,9.566,11.86,86,71,12.11,ZA,1693061683
371,bamboo flat,-0.1791,67.8471,28.57,76,30,5.43,MV,1693061684
372,kruisfontein,-26.4257,-132.9364,18.44,69,5,6.04,PN,1693061684
373,devinuwara,3.3825,145.0864,28.44,76,61,4.57,PG,1693061684
374,sinop,8.5181,163.225,27.52,79,100,5.6,MH,1693061684
375,wewak,-4.5089,-151.26,27.37,73,17,9.06,PF,1693061685
376,nar'yan-mar,-1.6792,39.6749,29.35,44,94,9.0,KE,1693061685
377,meulaboh,4.0729,167.0957,28.08,75,43,2.44,MH,1693061685
378,al jawf,2.3151,179.4929,27.97,75,99,3.6,KI,1693061685
379,ahau,53.417,-178.0286,9.89,80,60,7.0,US,1693061686
380,rongelap,-62.9296,-127.0167,-5.59,91,100,19.8,PN,1693061686
381,bengkulu,-82.9777,-28.194,-29.68,83,100,8.64,GS,1693061686
382,fonte boa,40.9205,173.9399,17.45,71,100,3.02,RU,1693061686
383,dryden,14.9374,175.8406,27.99,80,100,9.24,MH,1693061686
384,luanda,56.0826,11.0375,16.16,73,53,5.04,DK,1693061687
385,port blair,-80.4426,-129.3139,-22.64,81,100,6.95,PN,1693061687
386,ghat,29.8136,60.7625,32.27,14,10,3.29,IR,1693061687
387,luderitz,70.3898,86.4061,8.86,93,100,7.81,RU,1693061688
388,paxtakor shahri,-56.4122,49.7739,-0.33,98,100,9.54,TF,1693061688
389,guinticgan,-19.4691,35.9248,24.94,81,4,9.77,MZ,1693061688
390,vorkuta,88.7777,98.0212,-0.31,98,100,6.32,RU,1693061688
391,jalaun,47.5322,-165.5463,12.37,92,100,8.87,US,1693061689
392,huarmey,1.5356,111.2569,25.1,94,100,0.22,MY,1693061689
393,colonia,15.2438,162.6812,25.9,79,100,2.79,MH,1693061689
394,chu,84.4109,159.776,-0.13,92,100,5.63,RU,1693061689
395,whakatane,78.656,103.314,-0.07,98,100,0.89,RU,1693061690
396,dhanot,-89.6226,54.9537,-30.28,99,100,5.08,TF,1693061690
397,derzhavinsk,-34.5282,-116.7392,11.86,59,89,11.9,PN,1693061690
398,oviedo,-14.0324,57.5243,24.68,81,61,11.22,MU,1693061691
399,belmonte,-3.7284,-143.6667,26.92,79,19,9.41,PF,1693061692
400,jinchang,49.2753,-104.2978,17.9,60,75,6.83,CA,1693061692
401,minas de marcona,-55.775,-48.3363,-1.86,63,100,18.34,FK,1693061692
402,tamanrasset,-61.5186,-129.0934,-3.47,89,100,18.78,PN,1693061692
403,usogorsk,5.9141,-13.6502,26.38,81,92,4.23,SL,1693061693
404,taitung city,27.1255,132.0881,27.09,78,100,3.46,JP,1693061693
405,mahina,-42.7565,-35.542,5.88,57,81,6.81,GS,1693061693
406,al-`ula,36.7988,158.4128,26.14,69,0,0.64,JP,1693061693
407,kuala tungkal,41.4403,-172.0568,17.35,76,100,5.0,US,1693061694
408,lihue,22.5428,174.0105,27.26,77,10,6.17,MH,1693061694
409,tongouson,34.7711,-18.9658,24.32,76,100,8.76,PT,1693061694
410,loreto,-6.645,-77.6375,19.58,63,59,1.6,PE,1693061694
411,deqen,-54.6956,10.8825,-1.7,97,100,15.01,ZA,1693061695
412,sandnessjoen,-26.8787,17.0707,17.81,20,0,6.31,NA,1693061695
413,qujing,-83.8105,123.0385,-40.97,100,100,2.11,AU,1693061695
414,sao jose da coroa grande,85.8052,-169.78,0.17,98,100,6.92,US,1693061695
415,verkhnevilyuysk,-63.4962,-101.7668,-4.75,92,100,2.7,CL,1693061696
416,greymouth,-25.4517,-3.9052,17.99,70,100,7.46,SH,1693061696
417,papao,-22.4555,142.7396,21.48,35,0,4.13,AU,1693061696
418,moose jaw,-45.2246,151.9332,8.03,53,55,2.63,AU,1693061697
419,richfield,-64.0059,20.6443,-20.86,100,34,3.65,ZA,1693061697
420,coahuayana de hidalgo,15.9161,60.8508,25.97,86,100,10.14,OM,1693061697
421,bel ombre,79.7093,124.9873,-0.42,82,100,3.48,RU,1693061697
422,kalmunai,-55.9014,178.2119,6.43,93,100,13.74,NZ,1693061698
423,ussel,62.8593,129.0633,10.15,92,50,1.48,RU,1693061698
424,ulsteinvik,83.2678,-133.0761,-1.89,93,100,5.66,CA,1693061698
425,klaksvik,-4.162,-166.5132,27.91,74,90,8.25,TK,1693061698
426,conduaga,-85.8054,-116.8038,-30.09,68,100,5.21,CL,1693061698
427,cockburn town,-41.7569,24.1255,8.46,58,100,11.38,ZA,1693061699
428,frutal,-56.8061,38.6972,-2.25,69,67,9.69,ZA,1693061699
429,abakan,-42.2219,-153.9161,11.08,92,2,6.86,CK,1693061699
430,puerto aysen,78.9469,146.2455,-0.48,95,100,4.07,RU,1693061700
431,coxen hole,30.3634,58.2626,39.43,8,5,2.62,IR,1693061700
432,bushland beach,-46.4403,-24.7306,3.04,86,25,13.98,GS,1693061700
433,vera cruz,-7.1198,95.2782,26.53,77,3,7.94,CC,1693061700
434,kalabo,-46.7988,41.0111,3.94,84,100,12.76,ZA,1693061701
435,leticia,31.9914,-136.2298,21.57,76,0,2.62,US,1693061701
436,okha,61.6915,171.7071,2.83,92,72,1.2,RU,1693061702
437,zomba,-18.9996,136.2599,21.86,23,0,6.37,AU,1693061702
438,wagar,69.3321,-52.3667,4.58,88,100,2.69,GL,1693061702
439,burley,26.8906,-0.3176,45.06,10,5,5.57,DZ,1693061703
440,surab,-12.3882,23.4754,33.6,7,95,2.22,ZM,1693061703
441,nouna,-24.5527,55.963,22.36,80,0,8.14,RE,1693061704
442,kattivakkam,-76.8109,3.6621,-43.33,96,23,5.7,SH,1693061704
443,sao felix do xingu,41.4438,171.7274,17.93,74,100,4.8,RU,1693061704
444,angaur state,-62.9594,-142.0365,-9.6,95,100,12.05,NZ,1693061705
445,north platte,-84.9112,-81.9482,-26.59,85,100,7.82,AR,1693061706
446,belozersk,50.6259,-121.1968,11.41,57,0,0.79,CA,1693061706
447,statesboro,72.1494,-161.1102,1.34,92,100,5.77,US,1693061707
448,berdigestyakh,-55.8976,123.2242,1.86,81,86,16.52,AU,1693061707
449,aubigny-sur-nere,75.3274,83.3552,3.31,99,100,9.39,RU,1693061708
450,fort abbas,-68.8935,-68.7805,-33.16,100,50,1.2,AR,1693061708
451,wakema,11.2268,126.0752,29.64,76,100,8.47,PH,1693061708
452,barclayville,64.2157,149.6282,8.22,86,100,0.39,RU,1693061709
453,tambacounda,-0.6546,9.1298,27.9,67,94,4.42,GA,1693061709
454,crane,-35.3395,-115.7936,11.5,59,100,11.87,PN,1693061709
455,isangel,-13.7687,116.7994,25.87,64,3,7.58,ID,1693061710
456,touros,43.6513,-110.9445,8.48,85,0,2.06,US,1693061710
457,sampit,-64.7104,7.4483,-22.75,100,96,2.66,ZA,1693061710
458,fukuecho,-17.514,113.8651,24.56,76,0,6.04,AU,1693061711
459,carnarvon,-33.0186,-2.8712,15.72,79,84,6.24,SH,1693061711
460,iquique,56.1102,-93.4531,17.82,46,1,6.08,CA,1693061711
461,coquimbo,9.0211,108.0258,28.78,81,82,9.11,VN,1693061712
462,nuuk,30.3021,8.855,39.72,17,0,1.78,LY,1693061713
463,natal,3.2149,-19.2735,26.16,77,96,5.62,SL,1693061713
464,visakhapatnam,-3.0159,159.7733,28.17,72,58,2.84,SB,1693061713
465,tomatlan,-81.489,-8.826,-34.1,87,64,6.54,GS,1693061713
466,santa cruz,-10.8456,37.9505,31.49,30,20,1.94,TZ,1693061714
467,akdepe,85.8007,166.224,-0.03,98,100,5.13,RU,1693061714
468,corfu,-74.5846,14.3956,-46.86,72,4,11.52,ZA,1693061714
469,salanso,30.5764,69.5881,25.02,52,52,2.51,PK,1693061715
470,ulaangom,58.6751,103.0292,16.93,70,6,1.5,RU,1693061715
471,bikramganj,-89.7637,16.7101,-30.03,99,100,4.24,ZA,1693061715
472,ancud,11.8751,110.6435,28.62,86,99,10.63,VN,1693061716
473,tidjikja,-43.1195,-81.1316,9.73,85,100,13.92,CL,1693061716
474,marudi,-73.073,-20.1633,-22.62,92,100,2.08,GS,1693061716
475,grande prairie,27.3656,174.3958,26.98,71,16,2.19,MH,1693061717
476,fisterra,-87.3283,-94.7712,-35.2,100,100,3.51,CL,1693061717
477,el calafate,-81.4099,74.1816,-49.14,100,100,4.9,TF,1693061717
478,nantucket,-69.4083,-22.5603,-18.8,97,100,5.99,GS,1693061717
479,nalerigu,-26.0765,-124.8916,17.54,58,55,5.37,PN,1693061718
480,miyanoura,-84.0888,164.851,-27.16,77,84,3.04,NZ,1693061718
481,shimoda,69.0672,-129.3298,0.9,82,73,4.13,CA,1693061719
482,beberibe,-38.3825,-101.3727,10.07,68,26,12.67,CL,1693061719
483,nova vicosa,-81.0296,132.4977,-40.41,100,100,4.01,AU,1693061719
484,kamensk-ural'skiy,69.3349,-110.2227,0.47,60,7,8.89,CA,1693061719
485,erenhot,-30.7509,-10.3292,17.74,78,92,9.28,SH,1693061720
486,acarau,54.4094,43.2675,16.13,57,99,2.48,RU,1693061720
487,escanaba,5.2075,-151.7431,27.77,75,100,6.69,US,1693061720
488,shahrud,61.1491,75.5981,9.71,88,36,2.23,RU,1693061721
489,el granada,-85.0417,-93.8615,-30.97,77,100,2.27,CL,1693061721
490,san jose del cabo,88.2162,43.3599,-0.41,95,100,6.11,RU,1693061721
491,tual,56.7975,34.4637,15.74,92,99,2.37,RU,1693061722
492,akonolinga,28.3732,-171.717,25.77,70,15,3.8,US,1693061722
493,antsiranana,71.2553,122.2983,15.03,62,38,3.12,RU,1693061722
494,baruun-urt,-8.9313,174.8029,27.36,82,69,8.37,TV,1693061723
495,mariental,46.6268,103.5269,10.72,72,0,0.9,MN,1693061723
496,talcahuano,-5.3532,14.3481,33.75,37,51,3.36,CD,1693061723
497,al burayqah,63.376,39.9644,10.76,71,100,3.33,RU,1693061724
498,pyapon,-53.8281,-22.145,0.35,99,100,8.22,GS,1693061724
499,nurota,81.3714,96.8979,-0.05,91,100,4.13,RU,1693061724
500,gebeit,20.3604,169.3108,27.68,76,1,7.95,MH,1693061725
501,calvinia,-52.7746,-178.1104,5.87,70,28,8.09,NZ,1693061725
502,christchurch,86.646,120.2658,-1.33,94,100,8.3,RU,1693061725
503,prince george,-64.1652,-115.0981,-2.87,97,100,8.17,PN,1693061725
504,westford,11.8151,-34.7255,28.25,72,12,5.78,CV,1693061726
505,mersing,36.3016,-146.7831,21.77,80,9,5.51,US,1693061726
506,yaren,-48.9572,138.431,8.57,93,100,11.97,AU,1693061726
507,aq qayeh,78.4952,-15.8598,0.67,93,0,0.95,SJ,1693061727
508,oroqen zizhiqi,23.5895,35.1882,41.78,9,27,3.32,EG,1693061727
509,taseyevo,-9.9066,-142.6813,26.39,72,99,9.69,PF,1693061727
510,rabaul,74.9728,136.3722,1.84,98,100,1.35,RU,1693061727
511,katabu,56.6619,146.0033,13.17,82,3,4.4,RU,1693061728
512,pama,78.7551,57.6931,1.78,87,100,2.82,RU,1693061728
513,puerto leguizamo,-25.6041,70.4828,20.44,69,100,11.38,MU,1693061728
514,matsue,-9.0355,146.0747,25.09,86,96,11.74,PG,1693061729
515,kavieng,-11.5185,-21.833,24.87,78,77,6.29,SH,1693061729
516,nyurba,-64.4272,-75.7574,-24.48,96,65,4.51,AR,1693061729
517,hede,13.899,-100.5109,28.41,70,57,2.67,MX,1693061730
518,plesetsk,17.6118,35.2163,41.39,19,8,2.02,SD,1693061730
519,pathein,63.3905,139.0045,5.52,89,66,0.99,RU,1693061730
520,tutoia,-33.1618,139.5661,11.25,84,0,3.48,AU,1693061731
521,iscar,-39.8566,134.2661,10.04,70,96,5.16,AU,1693061731
522,sitangkai,-13.5128,164.1106,24.96,75,84,6.85,SB,1693061731
523,cururupu,-67.5767,-84.5875,-25.27,100,99,5.26,CL,1693061732
524,charters towers,-76.9769,158.405,-32.13,96,100,4.52,NZ,1693061732
525,el daein,49.4595,50.2339,20.89,24,9,6.23,KZ,1693061732
526,bocana de paiwas,76.824,-152.0624,-1.1,94,74,3.96,US,1693061733
527,kapuskasing,-6.4723,158.7304,24.91,92,100,5.02,SB,1693061733
528,ocean city,-10.3601,-92.6987,21.17,81,100,7.92,EC,1693061733
529,guarapari,47.4362,147.3137,15.97,100,100,7.44,RU,1693061734
530,nampula,-66.486,122.5652,-15.21,61,100,14.05,AU,1693061734
531,zhanga buqtyrma,18.0283,24.8255,41.1,9,52,7.57,TD,1693061735
532,chul'man,-81.0811,34.715,-43.48,98,100,2.2,TF,1693061735
533,lamu,-78.0457,35.5416,-57.74,100,49,5.83,TF,1693061735
534,tibanbang,5.4694,67.53,28.97,70,23,3.42,MV,1693061736
535,mar del plata,61.8141,-134.345,10.75,90,100,1.45,CA,1693061736
536,dwarka,-65.2069,152.0466,-20.62,100,100,4.47,AU,1693061736
537,wells,-75.5326,147.836,-42.01,97,100,6.19,AU,1693061738
538,sao joao da barra,-30.6365,-87.5959,16.85,86,69,7.25,CL,1693061738
539,byron bay,13.2746,20.4164,37.23,30,83,2.71,TD,1693061738
540,severo-vostotchnyi bank,-2.1081,124.8655,26.49,82,59,7.92,ID,1693061739
541,ad dawadimi,-32.6999,-58.7306,14.41,28,4,3.41,AR,1693061739
542,key west,88.3494,-1.9817,-0.67,95,100,6.95,SJ,1693061739
543,kuragino,47.754,-3.3166,20.71,76,75,5.14,FR,1693061740
544,buka,-26.7604,-173.6749,16.78,67,1,5.98,TO,1693061740
545,limulunga,66.4606,-161.7812,9.02,97,100,5.7,US,1693061740
546,kudahuvadhoo,-48.7139,142.062,8.33,89,100,12.37,AU,1693061741
547,bamiantong,15.7267,6.0129,35.76,32,8,3.87,NE,1693061741
548,acajutla,-31.8498,-68.6754,3.37,58,91,3.38,AR,1693061741
549,kuqa,26.2333,7.1337,36.43,12,98,8.07,DZ,1693061741
550,kenai,33.7215,92.6215,3.92,68,96,2.32,CN,1693061742
551,mbaiki,21.5726,93.1148,23.22,100,100,0.89,IN,1693061742
552,taksimo,60.3105,150.3397,8.48,88,86,2.74,RU,1693061742
553,ifakara,84.0348,-141.972,-0.41,94,100,7.46,US,1693061743
554,amga,-79.0628,101.6688,-62.43,100,95,4.1,TF,1693061743
555,dahab,66.2391,82.5743,10.38,84,87,4.44,RU,1693061743
556,san julian,-73.3452,-172.0599,-19.3,97,100,5.49,NZ,1693061743
557,vadso,-10.1262,-58.5576,28.89,59,97,0.47,BR,1693061744
558,sabang,86.7203,-172.1988,0.09,95,100,6.95,US,1693061744
559,hasaki,-30.0188,163.5035,16.17,67,3,4.11,NF,1693061744
560,rio verde de mato grosso,-49.822,60.8612,3.3,89,100,14.28,TF,1693061744
561,vammala,-68.7173,92.9623,-39.32,76,95,14.43,TF,1693061745
562,westport,-59.4799,108.338,-8.86,67,100,9.39,AU,1693061745
563,solwezi,78.1018,84.333,1.29,93,99,4.44,RU,1693061745
564,zambrano,54.6986,2.0228,15.37,74,99,3.09,GB,1693061745
565,bairnsdale,65.2778,-74.9667,6.88,62,100,6.68,CA,1693061746
566,alaghsas,-87.1293,-30.5581,-35.7,100,100,4.36,GS,1693061746
567,alofi,27.1726,96.5746,21.11,100,100,0.69,IN,1693061746
568,maceio,52.9099,42.2106,18.66,44,99,1.49,RU,1693061746
569,musay'id,-15.4269,87.853,22.95,76,93,11.82,CC,1693061747
570,east wenatchee bench,56.2768,58.869,8.41,75,90,2.24,RU,1693061747
571,jincheng,79.3831,83.0829,-0.66,89,13,0.97,RU,1693061747
572,paphos,-86.1583,-17.9614,-34.17,100,100,4.97,GS,1693061748
573,tver,28.6911,-2.4886,42.15,8,0,8.93,DZ,1693061748
574,harstad,74.5205,96.5986,12.72,84,6,2.27,RU,1693061748
575,cole harbour,-29.373,144.7144,14.77,25,0,3.55,AU,1693061748
576,mutoko,-1.3853,-48.4193,30.95,62,40,2.57,BR,1693061749
577,bokajan,11.6283,144.9937,28.62,80,100,12.16,GU,1693061749
578,riihimaki,-0.3219,-108.4623,25.71,68,99,7.8,EC,1693061749
579,alotau,3.1693,31.3584,30.83,38,68,1.67,UG,1693061749
580,likasi,-55.1871,-93.0845,3.87,68,69,6.79,CL,1693061750
581,happy valley-goose bay,-83.7191,68.724,-43.56,100,100,2.15,TF,1693061750
582,madang,-80.8332,84.064,-53.33,100,100,2.83,TF,1693061750
583,urangan,50.692,163.1797,12.58,92,100,5.88,RU,1693061750
584,itoman,61.6136,-14.4159,12.69,90,100,7.29,IS,1693061751
585,kuta,59.3423,61.5836,9.84,74,90,1.89,RU,1693061751
586,codrington,-54.3163,-107.888,4.19,71,87,4.81,CL,1693061751
587,novodvinsk,40.8577,-135.6319,18.53,80,3,6.15,US,1693061751
588,xam nua,-52.3073,-69.2008,3.17,71,100,7.69,AR,1693061752
589,san carlos de bariloche,-54.0617,-122.4589,4.54,97,100,17.11,PN,1693061752
590,abepura,-51.4824,-34.4352,-1.37,92,100,14.8,GS,1693061752
591,alta,37.4747,-31.6172,23.63,79,41,9.56,PT,1693061753
592,pirallahi,12.2094,-138.5782,26.66,82,51,10.51,US,1693061753
593,yangju,64.2928,166.8088,2.96,81,32,0.55,RU,1693061753
594,tranovaho,17.31,-120.2626,25.44,80,100,9.12,MX,1693061753
595,mukah,-68.1069,-116.0529,-22.27,100,100,7.81,PN,1693061753
596,demba,53.4678,24.3877,31.31,34,75,5.74,BY,1693061754
597,victorica,-43.0033,144.2223,9.56,59,18,2.41,AU,1693061754
598,san fernando,51.6556,53.8053,15.93,38,100,4.55,RU,1693061754
599,tuba city,87.9955,-101.7206,-0.62,97,100,8.08,CA,1693061754
600,pisco,-78.8598,173.7599,-26.77,87,100,1.14,NZ,1693061755
601,nagato,78.2294,138.2275,-0.92,99,100,2.81,RU,1693061755
602,dawson creek,78.0048,7.1496,5.73,92,100,6.3,SJ,1693061755
603,souillac,0.3331,74.0002,28.54,74,9,1.29,MV,1693061756
